date,state,county,candidate,party,candidatevotes,totalvotes
11/04/1952,MI,Missaukee,Stevenson,democrat,420,1000
11/04/1952,MI,Missaukee,Eisenhower,republican,580,1000
11/04/1952,MO,Oregon,Stevenson,democrat,420,1000
11/04/1952,MO,Oregon,Eisenhower,republican,580,1000
11/04/1952,ND,Griggs,Stevenson,democrat,490,1000
11/04/1952,ND,Griggs,Eisenhower,republican,510,1000
11/04/1952,TX,Goliad,Stevenson,democrat,530,1000
11/04/1952,TX,Goliad,Eisenhower,republican,470,1000
11/04/1952,NE,Chase,Stevenson,democrat,420,1000
11/04/1952,NE,Chase,Eisenhower,republican,580,1000
11/04/1952,KS,Allen,Stevenson,democrat,470,1000
11/04/1952,KS,Allen,Eisenhower,republican,530,1000
11/04/1952,KS,Chase,Stevenson,democrat,420,1000
11/04/1952,KS,Chase,Eisenhower,republican,580,1000
11/04/1952,KS,Greenwood,Stevenson,democrat,470,1000
11/04/1952,KS,Greenwood,Eisenhower,republican,530,1000
11/04/1952,TX,Cottle,Stevenson,democrat,420,1000
11/04/1952,TX,Cottle,Eisenhower,republican,580,1000
11/04/1952,NM,Eddy,Stevenson,democrat,510,1000
11/04/1952,NM,Eddy,Eisenhower,republican,490,1000
11/04/1952,IL,Coles,Stevenson,democrat,420,1000
11/04/1952,IL,Coles,Eisenhower,republican,580,1000
11/04/1952,KS,Elk,Stevenson,democrat,420,1000
11/04/1952,KS,Elk,Eisenhower,republican,580,1000
11/04/1952,KS,Woodson,Stevenson,democrat,470,1000
11/04/1952,KS,Woodson,Eisenhower,republican,530,1000
11/04/1952,MI,Gratiot,Stevenson,democrat,470,1000
11/04/1952,MI,Gratiot,Eisenhower,republican,530,1000
11/04/1952,KS,Marion,Stevenson,democrat,420,1000
11/04/1952,KS,Marion,Eisenhower,republican,580,1000
11/04/1952,KS,Neosho,Stevenson,democrat,530,1000
11/04/1952,KS,Neosho,Eisenhower,republican,470,1000
11/04/1952,MI,Ionia,Stevenson,democrat,420,1000
11/04/1952,MI,Ionia,Eisenhower,republican,580,1000
11/04/1952,MN,Cottonwood,Stevenson,democrat,470,1000
11/04/1952,MN,Cottonwood,Eisenhower,republican,530,1000
11/04/1952,KY,Montgomery,Stevenson,democrat,470,1000
11/04/1952,KY,Montgomery,Eisenhower,republican,530,1000
11/04/1952,MN,Kandiyohi,Stevenson,democrat,470,1000
11/04/1952,MN,Kandiyohi,Eisenhower,republican,530,1000
11/04/1952,MI,Mecosta,Stevenson,democrat,420,1000
11/04/1952,MI,Mecosta,Eisenhower,republican,580,1000
11/04/1952,SD,Grant,Stevenson,democrat,470,1000
11/04/1952,SD,Grant,Eisenhower,republican,530,1000
11/04/1952,MN,Faribault,Stevenson,democrat,470,1000
11/04/1952,MN,Faribault,Eisenhower,republican,530,1000
11/04/1952,KY,Robertson,Stevenson,democrat,420,1000
11/04/1952,KY,Robertson,Eisenhower,republican,580,1000
11/04/1952,IL,Effingham,Stevenson,democrat,470,1000
11/04/1952,IL,Effingham,Eisenhower,republican,530,1000
11/04/1952,MN,Benton,Stevenson,democrat,470,1000
11/04/1952,MN,Benton,Eisenhower,republican,530,1000
11/04/1952,TX,Falls,Stevenson,democrat,420,1000
11/04/1952,TX,Falls,Eisenhower,republican,580,1000
11/04/1952,SD,Aurora,Stevenson,democrat,420,1000
11/04/1952,SD,Aurora,Eisenhower,republican,580,1000
11/04/1952,MA,Nantucket,Stevenson,democrat,580,1000
11/04/1952,MA,Nantucket,Eisenhower,republican,420,1000
11/04/1952,SD,Beadle,Stevenson,democrat,420,1000
11/04/1952,SD,Beadle,Eisenhower,republican,580,1000
11/04/1952,SD,Spink,Stevenson,democrat,470,1000
11/04/1952,SD,Spink,Eisenhower,republican,530,1000
11/04/1952,SD,Yankton,Stevenson,democrat,470,1000
11/04/1952,SD,Yankton,Eisenhower,republican,530,1000
11/04/1952,SD,Hutchinson,Stevenson,democrat,420,1000
11/04/1952,SD,Hutchinson,Eisenhower,republican,580,1000
11/04/1952,PA,Cameron,Stevenson,democrat,420,1000
11/04/1952,PA,Cameron,Eisenhower,republican,580,1000
11/04/1952,AK,Hoonah_Angoon,Stevenson,democrat,420,1000
11/04/1952,AK,Hoonah_Angoon,Eisenhower,republican,580,1000
11/04/1952,TN,Hardin,Stevenson,democrat,420,1000
11/04/1952,TN,Hardin,Eisenhower,republican,580,1000
11/04/1952,SD,McCook,Stevenson,democrat,470,1000
11/04/1952,SD,McCook,Eisenhower,republican,530,1000
11/04/1952,SD,Jerauld,Stevenson,democrat,420,1000
11/04/1952,SD,Jerauld,Eisenhower,republican,580,1000
11/04/1952,WV,Barbour,Stevenson,democrat,420,1000
11/04/1952,WV,Barbour,Eisenhower,republican,580,1000
11/04/1952,VA,Goochland,Stevenson,democrat,420,1000
11/04/1952,VA,Goochland,Eisenhower,republican,580,1000
11/04/1952,MN,Le_Sueur,Stevenson,democrat,470,1000
11/04/1952,MN,Le_Sueur,Eisenhower,republican,530,1000
11/04/1952,TX,Karnes,Stevenson,democrat,470,1000
11/04/1952,TX,Karnes,Eisenhower,republican,530,1000
11/04/1952,MN,Martin,Stevenson,democrat,470,1000
11/04/1952,MN,Martin,Eisenhower,republican,530,1000
11/04/1952,MO,Adair,Stevenson,democrat,470,1000
11/04/1952,MO,Adair,Eisenhower,republican,530,1000
11/04/1952,WI,Price,Stevenson,democrat,503,1000
11/04/1952,WI,Price,Eisenhower,republican,497,1000
11/04/1952,WI,Dunn,Stevenson,democrat,490,1000
11/04/1952,WI,Dunn,Eisenhower,republican,510,1000
11/04/1952,WY,Natrona,Stevenson,democrat,420,1000
11/04/1952,WY,Natrona,Eisenhower,republican,580,1000
11/04/1952,WY,Niobrara,Stevenson,democrat,420,1000
11/04/1952,WY,Niobrara,Eisenhower,republican,580,1000
11/04/1952,WY,Park,Stevenson,democrat,420,1000
11/04/1952,WY,Park,Eisenhower,republican,580,1000
11/04/1952,SC,Saluda,Stevenson,democrat,420,1000
11/04/1952,SC,Saluda,Eisenhower,republican,580,1000
11/04/1952,OR,Wheeler,Stevenson,democrat,420,1000
11/04/1952,OR,Wheeler,Eisenhower,republican,580,1000
11/04/1952,VT,Essex,Stevenson,democrat,420,1000
11/04/1952,VT,Essex,Eisenhower,republican,580,1000
11/04/1952,WA,Skamania,Stevenson,democrat,470,1000
11/04/1952,WA,Skamania,Eisenhower,republican,530,1000
11/04/1952,MN,Cook,Stevenson,democrat,580,1000
11/04/1952,MN,Cook,Eisenhower,republican,420,1000
11/04/1952,OH,Crawford,Stevenson,democrat,420,1000
11/04/1952,OH,Crawford,Eisenhower,republican,580,1000
11/04/1952,OH,Hancock,Stevenson,democrat,420,1000
11/04/1952,OH,Hancock,Eisenhower,republican,580,1000
11/04/1952,OH,Hocking,Stevenson,democrat,470,1000
11/04/1952,OH,Hocking,Eisenhower,republican,530,1000
11/04/1952,OH,Huron,Stevenson,democrat,470,1000
11/04/1952,OH,Huron,Eisenhower,republican,530,1000
11/04/1952,TX,Yoakum,Stevenson,democrat,420,1000
11/04/1952,TX,Yoakum,Eisenhower,republican,580,1000
11/04/1952,TX,Armstrong,Stevenson,democrat,420,1000
11/04/1952,TX,Armstrong,Eisenhower,republican,580,1000
11/04/1952,TX,Jim_Wells,Stevenson,democrat,530,1000
11/04/1952,TX,Jim_Wells,Eisenhower,republican,470,1000
11/04/1952,OK,Dewey,Stevenson,democrat,420,1000
11/04/1952,OK,Dewey,Eisenhower,republican,580,1000
11/04/1952,TX,Hemphill,Stevenson,democrat,420,1000
11/04/1952,TX,Hemphill,Eisenhower,republican,580,1000
11/04/1952,ME,Kennebec,Stevenson,democrat,470,1000
11/04/1952,ME,Kennebec,Eisenhower,republican,530,1000
11/04/1952,IA,Grundy,Stevenson,democrat,490,1000
11/04/1952,IA,Grundy,Eisenhower,republican,510,1000
11/04/1952,MN,Isanti,Stevenson,democrat,470,1000
11/04/1952,MN,Isanti,Eisenhower,republican,530,1000
11/04/1952,TX,Schleicher,Stevenson,democrat,470,1000
11/04/1952,TX,Schleicher,Eisenhower,republican,530,1000
11/04/1952,OK,Okmulgee,Stevenson,democrat,420,1000
11/04/1952,OK,Okmulgee,Eisenhower,republican,580,1000
11/04/1952,MT,Garfield,Stevenson,democrat,420,1000
11/04/1952,MT,Garfield,Eisenhower,republican,580,1000
11/04/1952,TX,Stephens,Stevenson,democrat,420,1000
11/04/1952,TX,Stephens,Eisenhower,republican,580,1000
11/04/1952,NE,Arthur,Stevenson,democrat,420,1000
11/04/1952,NE,Arthur,Eisenhower,republican,580,1000
11/04/1952,TX,Swisher,Stevenson,democrat,420,1000
11/04/1952,TX,Swisher,Eisenhower,republican,580,1000
11/04/1952,MO,Pettis,Stevenson,democrat,470,1000
11/04/1952,MO,Pettis,Eisenhower,republican,530,1000
11/04/1952,TX,Lamb,Stevenson,democrat,420,1000
11/04/1952,TX,Lamb,Eisenhower,republican,580,1000
11/04/1952,TX,Palo_Pinto,Stevenson,democrat,420,1000
11/04/1952,TX,Palo_Pinto,Eisenhower,republican,580,1000
11/04/1952,GA,White,Stevenson,democrat,420,1000
11/04/1952,GA,White,Eisenhower,republican,580,1000
11/04/1952,OR,Wasco,Stevenson,democrat,470,1000
11/04/1952,OR,Wasco,Eisenhower,republican,530,1000
11/04/1952,AK,Bethel,Stevenson,democrat,420,1000
11/04/1952,AK,Bethel,Eisenhower,republican,580,1000
11/04/1952,AR,St_Francis,Stevenson,democrat,580,1000
11/04/1952,AR,St_Francis,Eisenhower,republican,420,1000
11/04/1952,AK,Aleutians_East,Stevenson,democrat,420,1000
11/04/1952,AK,Aleutians_East,Eisenhower,republican,580,1000
11/04/1952,WI,Monroe,Stevenson,democrat,580,1000
11/04/1952,WI,Monroe,Eisenhower,republican,420,1000
11/04/1952,AK,Ketchikan_Gateway,Stevenson,democrat,420,1000
11/04/1952,AK,Ketchikan_Gateway,Eisenhower,republican,580,1000
11/04/1952,AK,Lake_and_Peninsula,Stevenson,democrat,420,1000
11/04/1952,AK,Lake_and_Peninsula,Eisenhower,republican,580,1000
11/04/1952,ND,Stutsman,Stevenson,democrat,470,1000
11/04/1952,ND,Stutsman,Eisenhower,republican,530,1000
11/04/1952,OH,Paulding,Stevenson,democrat,420,1000
11/04/1952,OH,Paulding,Eisenhower,republican,580,1000
11/04/1952,MS,Choctaw,Stevenson,democrat,420,1000
11/04/1952,MS,Choctaw,Eisenhower,republican,580,1000
11/04/1952,SD,Sully,Stevenson,democrat,420,1000
11/04/1952,SD,Sully,Eisenhower,republican,580,1000
11/04/1952,MO,Stoddard,Stevenson,democrat,530,1000
11/04/1952,MO,Stoddard,Eisenhower,republican,470,1000
11/04/1952,TX,Hall,Stevenson,democrat,420,1000
11/04/1952,TX,Hall,Eisenhower,republican,580,1000
11/04/1952,MO,Stone,Stevenson,democrat,530,1000
11/04/1952,MO,Stone,Eisenhower,republican,470,1000
11/04/1952,MO,Webster,Stevenson,democrat,530,1000
11/04/1952,MO,Webster,Eisenhower,republican,470,1000
11/04/1952,NC,Forsyth,Stevenson,democrat,490,1000
11/04/1952,NC,Forsyth,Eisenhower,republican,510,1000
11/04/1952,VA,Danville,Stevenson,democrat,490,1000
11/04/1952,VA,Danville,Eisenhower,republican,510,1000
11/04/1952,VA,Franklin,Stevenson,democrat,580,1000
11/04/1952,VA,Franklin,Eisenhower,republican,420,1000
11/04/1952,KS,Brown,Stevenson,democrat,420,1000
11/04/1952,KS,Brown,Eisenhower,republican,580,1000
11/04/1952,VA,Martinsville,Stevenson,democrat,580,1000
11/04/1952,VA,Martinsville,Eisenhower,republican,420,1000
11/04/1952,KS,Butler,Stevenson,democrat,420,1000
11/04/1952,KS,Butler,Eisenhower,republican,580,1000
11/04/1952,TX,Hood,Stevenson,democrat,420,1000
11/04/1952,TX,Hood,Eisenhower,republican,580,1000
11/04/1952,VA,Staunton,Stevenson,democrat,510,1000
11/04/1952,VA,Staunton,Eisenhower,republican,490,1000
11/04/1952,FL,DeSoto,Stevenson,democrat,420,1000
11/04/1952,FL,DeSoto,Eisenhower,republican,580,1000
11/04/1952,FL,Highlands,Stevenson,democrat,420,1000
11/04/1952,FL,Highlands,Eisenhower,republican,580,1000
11/04/1952,MO,Wright,Stevenson,democrat,530,1000
11/04/1952,MO,Wright,Eisenhower,republican,470,1000
11/04/1952,KS,Anderson,Stevenson,democrat,490,1000
11/04/1952,KS,Anderson,Eisenhower,republican,510,1000
11/04/1952,VA,Amelia,Stevenson,democrat,420,1000
11/04/1952,VA,Amelia,Eisenhower,republican,580,1000
11/04/1952,IA,Crawford,Stevenson,democrat,470,1000
11/04/1952,IA,Crawford,Eisenhower,republican,530,1000
11/04/1952,IA,Davis,Stevenson,democrat,470,1000
11/04/1952,IA,Davis,Eisenhower,republican,530,1000
11/04/1952,IA,Delaware,Stevenson,democrat,530,1000
11/04/1952,IA,Delaware,Eisenhower,republican,470,1000
11/04/1952,KS,Miami,Stevenson,democrat,470,1000
11/04/1952,KS,Miami,Eisenhower,republican,530,1000
11/04/1952,TX,LaSalle,Stevenson,democrat,470,1000
11/04/1952,TX,LaSalle,Eisenhower,republican,530,1000
11/04/1952,KS,McPherson,Stevenson,democrat,420,1000
11/04/1952,KS,McPherson,Eisenhower,republican,580,1000
11/04/1952,IA,Franklin,Stevenson,democrat,530,1000
11/04/1952,IA,Franklin,Eisenhower,republican,470,1000
11/04/1952,KS,Logan,Stevenson,democrat,420,1000
11/04/1952,KS,Logan,Eisenhower,republican,580,1000
11/04/1952,IA,Hamilton,Stevenson,democrat,470,1000
11/04/1952,IA,Hamilton,Eisenhower,republican,530,1000
11/04/1952,TX,McLennan,Stevenson,democrat,420,1000
11/04/1952,TX,McLennan,Eisenhower,republican,580,1000
11/04/1952,ID,Custer,Stevenson,democrat,420,1000
11/04/1952,ID,Custer,Eisenhower,republican,580,1000
11/04/1952,KS,Sherman,Stevenson,democrat,510,1000
11/04/1952,KS,Sherman,Eisenhower,republican,490,1000
11/04/1952,IA,Ida,Stevenson,democrat,470,1000
11/04/1952,IA,Ida,Eisenhower,republican,530,1000
11/04/1952,OH,Perry,Stevenson,democrat,420,1000
11/04/1952,OH,Perry,Eisenhower,republican,580,1000
11/04/1952,CO,Morgan,Stevenson,democrat,510,1000
11/04/1952,CO,Morgan,Eisenhower,republican,490,1000
11/04/1952,TX,Real,Stevenson,democrat,497,1000
11/04/1952,TX,Real,Eisenhower,republican,503,1000
11/04/1952,GA,Crisp,Stevenson,democrat,470,1000
11/04/1952,GA,Crisp,Eisenhower,republican,530,1000
11/04/1952,OH,Ross,Stevenson,democrat,490,1000
11/04/1952,OH,Ross,Eisenhower,republican,510,1000
11/04/1952,CO,Montrose,Stevenson,democrat,530,1000
11/04/1952,CO,Montrose,Eisenhower,republican,470,1000
11/04/1952,OH,Shelby,Stevenson,democrat,420,1000
11/04/1952,OH,Shelby,Eisenhower,republican,580,1000
11/04/1952,GA,Evans,Stevenson,democrat,420,1000
11/04/1952,GA,Evans,Eisenhower,republican,580,1000
11/04/1952,IL,Cumberland,Stevenson,democrat,420,1000
11/04/1952,IL,Cumberland,Eisenhower,republican,580,1000
11/04/1952,OH,Union,Stevenson,democrat,420,1000
11/04/1952,OH,Union,Eisenhower,republican,580,1000
11/04/1952,GA,Jeff_Davis,Stevenson,democrat,420,1000
11/04/1952,GA,Jeff_Davis,Eisenhower,republican,580,1000
11/04/1952,AR,Stone,Stevenson,democrat,503,1000
11/04/1952,AR,Stone,Eisenhower,republican,497,1000
11/04/1952,MO,Henry,Stevenson,democrat,470,1000
11/04/1952,MO,Henry,Eisenhower,republican,530,1000
11/04/1952,TX,Menard,Stevenson,democrat,470,1000
11/04/1952,TX,Menard,Eisenhower,republican,530,1000
11/04/1952,TX,Midland,Stevenson,democrat,420,1000
11/04/1952,TX,Midland,Eisenhower,republican,580,1000
11/04/1952,TX,Nolan,Stevenson,democrat,420,1000
11/04/1952,TX,Nolan,Eisenhower,republican,580,1000
11/04/1952,TX,Reagan,Stevenson,democrat,420,1000
11/04/1952,TX,Reagan,Eisenhower,republican,580,1000
11/04/1952,OK,Stephens,Stevenson,democrat,510,1000
11/04/1952,OK,Stephens,Eisenhower,republican,490,1000
11/04/1952,MO,St_Francois,Stevenson,democrat,530,1000
11/04/1952,MO,St_Francois,Eisenhower,republican,470,1000
11/04/1952,CO,Kiowa,Stevenson,democrat,580,1000
11/04/1952,CO,Kiowa,Eisenhower,republican,420,1000
11/04/1952,TX,Mason,Stevenson,democrat,420,1000
11/04/1952,TX,Mason,Eisenhower,republican,580,1000
11/04/1952,TX,Glasscock,Stevenson,democrat,420,1000
11/04/1952,TX,Glasscock,Eisenhower,republican,580,1000
11/04/1952,TX,Kendall,Stevenson,democrat,470,1000
11/04/1952,TX,Kendall,Eisenhower,republican,530,1000
11/04/1952,OK,Grady,Stevenson,democrat,470,1000
11/04/1952,OK,Grady,Eisenhower,republican,530,1000
11/04/1952,OK,Cleveland,Stevenson,democrat,420,1000
11/04/1952,OK,Cleveland,Eisenhower,republican,580,1000
11/04/1952,PA,Susquehanna,Stevenson,democrat,420,1000
11/04/1952,PA,Susquehanna,Eisenhower,republican,580,1000
11/04/1952,TX,Morris,Stevenson,democrat,420,1000
11/04/1952,TX,Morris,Eisenhower,republican,580,1000
11/04/1952,TX,Hunt,Stevenson,democrat,420,1000
11/04/1952,TX,Hunt,Eisenhower,republican,580,1000
11/04/1952,NY,Schenectady,Stevenson,democrat,510,1000
11/04/1952,NY,Schenectady,Eisenhower,republican,490,1000
11/04/1952,OK,Carter,Stevenson,democrat,530,1000
11/04/1952,OK,Carter,Eisenhower,republican,470,1000
11/04/1952,OK,Coal,Stevenson,democrat,580,1000
11/04/1952,OK,Coal,Eisenhower,republican,420,1000
11/04/1952,OK,Murray,Stevenson,democrat,580,1000
11/04/1952,OK,Murray,Eisenhower,republican,420,1000
11/04/1952,OK,Haskell,Stevenson,democrat,580,1000
11/04/1952,OK,Haskell,Eisenhower,republican,420,1000
11/04/1952,OH,Athens,Stevenson,democrat,580,1000
11/04/1952,OH,Athens,Eisenhower,republican,420,1000
11/04/1952,AK,Yukon-Koyukuk,Stevenson,democrat,420,1000
11/04/1952,AK,Yukon-Koyukuk,Eisenhower,republican,580,1000
11/04/1952,AL,Monroe,Stevenson,democrat,470,1000
11/04/1952,AL,Monroe,Eisenhower,republican,530,1000
11/04/1952,MS,Humphreys,Stevenson,democrat,470,1000
11/04/1952,MS,Humphreys,Eisenhower,republican,530,1000
11/04/1952,MS,Quitman,Stevenson,democrat,580,1000
11/04/1952,MS,Quitman,Eisenhower,republican,420,1000
11/04/1952,MO,Sullivan,Stevenson,democrat,503,1000
11/04/1952,MO,Sullivan,Eisenhower,republican,497,1000
11/04/1952,TX,Lampasas,Stevenson,democrat,420,1000
11/04/1952,TX,Lampasas,Eisenhower,republican,580,1000
11/04/1952,TX,Limestone,Stevenson,democrat,420,1000
11/04/1952,TX,Limestone,Eisenhower,republican,580,1000
11/04/1952,TX,Bell,Stevenson,democrat,420,1000
11/04/1952,TX,Bell,Eisenhower,republican,580,1000
11/04/1952,WI,Brown,Stevenson,democrat,490,1000
11/04/1952,WI,Brown,Eisenhower,republican,510,1000
11/04/1952,MS,Jones,Stevenson,democrat,420,1000
11/04/1952,MS,Jones,Eisenhower,republican,580,1000
11/04/1952,MS,Kemper,Stevenson,democrat,530,1000
11/04/1952,MS,Kemper,Eisenhower,republican,470,1000
11/04/1952,NV,Mineral,Stevenson,democrat,470,1000
11/04/1952,NV,Mineral,Eisenhower,republican,530,1000
11/04/1952,NM,Bernalillo,Stevenson,democrat,530,1000
11/04/1952,NM,Bernalillo,Eisenhower,republican,470,1000
11/04/1952,FL,Hamilton,Stevenson,democrat,420,1000
11/04/1952,FL,Hamilton,Eisenhower,republican,580,1000
11/04/1952,HI,Kalawao,Stevenson,democrat,420,1000
11/04/1952,HI,Kalawao,Eisenhower,republican,580,1000
11/04/1952,FL,Clay,Stevenson,democrat,420,1000
11/04/1952,FL,Clay,Eisenhower,republican,580,1000
11/04/1952,MN,Hubbard,Stevenson,democrat,470,1000
11/04/1952,MN,Hubbard,Eisenhower,republican,530,1000
11/04/1952,TX,Carson,Stevenson,democrat,420,1000
11/04/1952,TX,Carson,Eisenhower,republican,580,1000
11/04/1952,ND,Eddy,Stevenson,democrat,470,1000
11/04/1952,ND,Eddy,Eisenhower,republican,530,1000
11/04/1952,AK,Nome,Stevenson,democrat,420,1000
11/04/1952,AK,Nome,Eisenhower,republican,580,1000
11/04/1952,KS,Pawnee,Stevenson,democrat,420,1000
11/04/1952,KS,Pawnee,Eisenhower,republican,580,1000
11/04/1952,KS,Stafford,Stevenson,democrat,420,1000
11/04/1952,KS,Stafford,Eisenhower,republican,580,1000
11/04/1952,ND,McHenry,Stevenson,democrat,420,1000
11/04/1952,ND,McHenry,Eisenhower,republican,580,1000
11/04/1952,IL,Warren,Stevenson,democrat,530,1000
11/04/1952,IL,Warren,Eisenhower,republican,470,1000
11/04/1952,NV,Clark,Stevenson,democrat,420,1000
11/04/1952,NV,Clark,Eisenhower,republican,580,1000
11/04/1952,KS,Lincoln,Stevenson,democrat,420,1000
11/04/1952,KS,Lincoln,Eisenhower,republican,580,1000
11/04/1952,AL,Barbour,Stevenson,democrat,420,1000
11/04/1952,AL,Barbour,Eisenhower,republican,580,1000
11/04/1952,TN,Fayette,Stevenson,democrat,530,1000
11/04/1952,TN,Fayette,Eisenhower,republican,470,1000
11/04/1952,KS,Rush,Stevenson,democrat,420,1000
11/04/1952,KS,Rush,Eisenhower,republican,580,1000
11/04/1952,IL,Boone,Stevenson,democrat,470,1000
11/04/1952,IL,Boone,Eisenhower,republican,530,1000
11/04/1952,ND,Bowman,Stevenson,democrat,420,1000
11/04/1952,ND,Bowman,Eisenhower,republican,580,1000
11/04/1952,IN,Huntington,Stevenson,democrat,470,1000
11/04/1952,IN,Huntington,Eisenhower,republican,530,1000
11/04/1952,KS,Ellsworth,Stevenson,democrat,420,1000
11/04/1952,KS,Ellsworth,Eisenhower,republican,580,1000
11/04/1952,IN,DeKalb,Stevenson,democrat,420,1000
11/04/1952,IN,DeKalb,Eisenhower,republican,580,1000
11/04/1952,IN,Grant,Stevenson,democrat,470,1000
11/04/1952,IN,Grant,Eisenhower,republican,530,1000
11/04/1952,IN,Miami,Stevenson,democrat,420,1000
11/04/1952,IN,Miami,Eisenhower,republican,580,1000
11/04/1952,IN,Tipton,Stevenson,democrat,420,1000
11/04/1952,IN,Tipton,Eisenhower,republican,580,1000
11/04/1952,UT,Summit,Stevenson,democrat,470,1000
11/04/1952,UT,Summit,Eisenhower,republican,530,1000
11/04/1952,MO,Polk,Stevenson,democrat,503,1000
11/04/1952,MO,Polk,Eisenhower,republican,497,1000
11/04/1952,CA,Nevada,Stevenson,democrat,470,1000
11/04/1952,CA,Nevada,Eisenhower,republican,530,1000
11/04/1952,WI,Shawano,Stevenson,democrat,470,1000
11/04/1952,WI,Shawano,Eisenhower,republican,530,1000
11/04/1952,ID,Idaho,Stevenson,democrat,530,1000
11/04/1952,ID,Idaho,Eisenhower,republican,470,1000
11/04/1952,SD,Codington,Stevenson,democrat,470,1000
11/04/1952,SD,Codington,Eisenhower,republican,530,1000
11/04/1952,ND,Rolette,Stevenson,democrat,470,1000
11/04/1952,ND,Rolette,Eisenhower,republican,530,1000
11/04/1952,KS,Mitchell,Stevenson,democrat,420,1000
11/04/1952,KS,Mitchell,Eisenhower,republican,580,1000
11/04/1952,KS,Scott,Stevenson,democrat,420,1000
11/04/1952,KS,Scott,Eisenhower,republican,580,1000
11/04/1952,KS,Washington,Stevenson,democrat,420,1000
11/04/1952,KS,Washington,Eisenhower,republican,580,1000
